ukhoId,ukhoName,ukhoLocation,gmaAddress,gmaLatitude,gmaLongitude,gmaCity,gmaCountry,gmaStatus
4213,Abu Al Abyad,United Arab Emirates,Abu Al Abyad - Abu Dhabi - United Arab Emirates,24.2016058,53.80202360000001,,United Arab Emirates,done
2040,Admiralty Bay,Antarctica,"Admiralty Bay, Antarctica",-62.166667,-58.416667,,Antarctica,done
4255A,Abu Ali,Saudi Arabia,"Abu 'Ali, Iran",30.493889,50.21472199999999,Abu 'Ali,Iran,done
6307,Adolphus Island,Australia North Coast,"Adolphus Island, Western Australia, Australia",-15.1184204,128.1582923,,Australia,done
4149,Abu Ali Islands,Republic of Yemen,"Abu Ali Islands, Yemen",14.0795542,42.82113,,Yemen,done
8485,Adugak Island,Aleutian Islands,"Adugak Island, Alaska, USA",52.90828579999999,-169.1587942,,United States,done
4254A,Abu Sa'fah,Saudi Arabia,"Abu Sayfah, Abu Saifah, Markaz Ad Delingat, El Beheira Governorate, Egypt",30.86013819999999,30.5289205,Abu Sayfah,Egypt,done
2066,Adventure Sound,Falkland Islands,"Adventure Sound, FIQQ 1ZZ, Falkland Islands (Islas Malvinas)",-52.09999999999999,-59.00000000000001,,Falkland Islands (Islas Malvinas),done
3518,AGADIR,Morocco,"Agadir 80000, Morocco",30.4277547,-9.5981072,Agadir,Morocco,done
7925,Akabane,Japan Honshu South Coast,"Akabane, Kita, Tokyo 115-0045, Japan",35.7799338,139.7205279,Kita,Japan,done
3961,Agalega Islands,Mauritius Group,"Agalega Islands, Mauritius",-10.4,56.6166667,,Mauritius,done
8057,Akasaki,Japan Honshu West Coast,"Akasaki, Kotoura, Tohaku District, Tottori Prefecture 689-2501, Japan",35.5135455,133.6352327,Kotoura,Japan,done
5532,Agats (Teluk Flamingo),Papua,,,,,,not_found
7844,Akashi,Japan Honshu South Coast,"Akashi, Hyogo Prefecture, Japan",34.6431066,134.9971787,Akashi,Japan,done
4981,Aguasa Bay,Philippine Islands,,,,,,not_found
3654,Akassa,Nigeria,"Akassa, Nigeria",4.32973,6.062118,Akassa,Nigeria,done
3252B,Agvik Island,Labrador,,,,,,not_found
