ukhoId,ukhoName,ukhoLocation,gmaAddress,gmaLatitude,gmaLongitude,gmaCity,gmaCountry,gmaStatus
3312,Cumberland Sound,Canadian Arctic,"Cumberland Sound, Baffin, Unorganized, NU, Canada",65.216667,-65.75,,Canada,done
3375C,Cross Island,Alaska (North),"Cross Island Pkwy, New York, USA",40.7521817,-73.7432761,,United States,done
2214,Cumuruxatiba,Brazil,"Cumuruxatiba, Prado - BA, Brazil",-17.1145489,-39.1848544,Cumuruxatiba,Brazil,done
6023A,Crowdy Head,Australia East Coast,"Crowdy Head NSW 2427, Australia",-31.8443241,152.7265099,Crowdy Head,Australia,done
6065,Curtis Island,Australia East Coast,"Curtis Island QLD 4680, Australia",-23.7565775,151.3103895,Curtis Island,Australia,done
3322C,Crown Prince Frederick Island,Canadian Arctic,"Crown Prince Frederik Island, Baffin, Unorganized, NU, Canada",70.0476436,-86.92367589999999,,Canada,done
644,Cushendun,Northern Ireland,"Cushendun, Ballymena BT44, UK",55.12578,-6.04293,Cushendun,United Kingdom,done
6972,Cu Lao Cham,Vietnam,"Cù Lao Chàm, Tân Hiệp, Tp. Hội An, Quảng Nam, Vietnam",15.9589711,108.5072994,Thành phố Hội An,Vietnam,done
6341A,Cuthbert Point,Australia North Coast,,,,,,not_found
6994,Cua Ba Lat,Vietnam,"Cửa Ba Lạt, Vietnam",20.2515405,106.5849256,,Vietnam,done
2843,Cutler (Little River),United States,"44.650212, -67.191468, Cutler, ME 04626, United States",44.6508315,-67.1922804,Cutler,United States,done
6917,Cua Batak,Vietnam,,,,,,not_found
2842A,Cutler Naval Base,United States,"Cutler, ME 04626, USA",44.6421777,-67.29353429999999,Cutler,United States,done
6996,CUA CAM APPROACHES (HON DAU),Vietnam,,,,,,not_found
1438,CUXHAVEN,Germany,"Cuxhaven, Germany",53.859336,8.6879057,Cuxhaven,Germany,done
6983,CUA HOI,Vietnam,"Cửa Hội, Vietnam",18.7605348,105.760058,,Vietnam,done
9345,Cuyler Harbour,United States,"Cuyler Harbor Dr, Camarillo, CA 93012, USA",34.1661947,-119.0347296,Camarillo,United States,done
7000,Cua Nam Trieu,Vietnam,"Tân Dương, Thủy Nguyên, Hải Phòng, Vietnam",20.8971501,106.6715531,,Vietnam,done
4932,Cuyo Island,Philippine Islands,"Cuyo Island, Philippines",10.8501986,121.0449768,,Philippines,done
6934,Cua Soirap,Vietnam,"85 ấp Vĩnh Hòa, Xã Tân Lập,, Cần Giuộc, Long An, Vietnam",10.5298452,106.7401452,,Vietnam,done
4505,D'apres Shoal,Bangladesh,"D'Apres Shoal, Bangladesh",22.0313889,91.1416667,,Bangladesh,done
6913,Cua Song Bai Hap (Off),Vietnam,,,,,,not_found
3971,D'arros Island,Seychelles,"D Arros, Seychelles",-5.4180223,53.2961902,,Seychelles,done
4449,Cuddalore,India East Coast,"Cuddalore, Tamil Nadu, India",11.744699,79.7680243,Cuddalore,India,done
6974,DA NANG,Vietnam,"Da Nang, Hải Châu, Da Nang, Vietnam",16.0544068,108.2021667,Da Nang,Vietnam,done
6929,Culao Mi Xuong,Vietnam,,,,,,not_found
4753,Dabo,Lingga Kepulauan,"Dabo, France",48.653645,7.236179000000001,Dabo,France,done
660,Culdaff Bay,Ireland,,,,,,not_found
7427,Dachangshan Dao,China,"Dachangshan Island, Changhai, Dalian, China",39.279215,122.578703,Dalian,China,done
2464,Culebra,Puerto Rico,"Culebra, Puerto Rico",18.310394,-65.3030705,,Puerto Rico,done
7162,Dadan (Dao),China,Dadan Island,24.3847078,118.1700481,,,done
6364,Cullen Point,Australia North Coast,"Havelock 7281, New Zealand",-41.2686733,173.7849415,Havelock,New Zealand,done
7501,Daecheon,Korea West Coast,"Boryeong-si, Chungcheongnam-do, South Korea",36.3331629,126.6129441,Boryeong-si,South Korea,done
657,Culmore Point,Northern Ireland,"Culmore Point, Londonderry BT48 8JW, UK",55.0490933,-7.2619527,,United Kingdom,done
7507,Daejang-Ri,Korea West Coast,"Daejang-ri, Soi-myeon, Eumseong-gun, Chungcheongbuk-do, South Korea",36.9270497,127.7529604,Eumseong-gun,South Korea,done
2347,Cumana,Venezuela,"Cumana, Sucre, Venezuela",10.431916,-64.18331599999999,Cumana,Venezuela,done
7487,Daemuuido,Korea West Coast,,,,,,not_found
7494,Daesan,Korea West Coast,"Daesan-eup, Seosan-si, Chungcheongnam-do, South Korea",36.9395813,126.4343234,Seosan-si,South Korea,done
7435,Dalu Dao,China,,,,,,not_found
7597,Daeyanghwa Man,Korea East Coast,,,,,,not_found
6717A,Dama,Fiji Islands,"Dama, Syria",32.9503809,36.4283193,Dama,Syria,done
1426,Dagebull,Germany,"Dagebüll, Germany",54.730176,8.7055281,Dagebüll,Germany,done
7231,Damaiyu,China,"Da Mai Yu, Pingding Xian, Yangquan Shi, Shanxi Sheng, China, 045100",37.937244,113.68041,Yangquan Shi,China,done
4546,Dagon (Old Light),Burma,,,,,,not_found
7230A,Damen Dao,China,"Damen Island, Dongtou, Wenzhou, China",27.981155,121.095798,Wenzhou,China,done
7367,Dagu,China,"Dég, Hungary",46.8707664,18.4445717,Dég,Hungary,done
2649,Dames Point,United States,"Dames Point, Jacksonville, FL 32226, USA",30.3885727,-81.55786979999999,Jacksonville,United States,done
4356,Dahanu,India West Coast,"Dahanu, Maharashtra, India",19.9810649,72.7451817,Dahanu,India,done
6254,Dampier (Hampton Harbour),Australia North Coast,"Lot 306, The Esplanade, Dampier WA 6713, Australia",-20.6633673,116.7026003,Dampier,Australia,done
4349,Dahej Bandar,India West Coast,,,,,,not_found
7443,Dandong Gang,China,"Donggang S Rd, Donggang Shi, Dandong Shi, Liaoning Sheng, China",39.846838,124.158263,Dandong Shi,China,done
5055,Dahikan Bay,Philippine Islands,,,,,,not_found
6033A,Dangar Island,Australia East Coast,"Dangar Island NSW 2083, Australia",-33.54142,151.2381,Dangar Island,Australia,done
1616,Dahouet,France,"Dahouët, 22370 Pléneuf-Val-André, France",48.578277,-2.566239,Pléneuf-Val-André,France,done
3446,Danmark Island,Greenland East Coast,"Island, 6320 Egernsund, Denmark",54.9098877,9.615094899999999,Egernsund,Denmark,done
7057A,Dahuag Jiang,China,,,,,,not_found
3452,Danmarks Havn,Greenland East Coast,Greenland,74.4821614,-18.9813245,,Greenland,done
7946A,Daiichi Kaiho,Japan Honshu South Coast,,,,,,not_found
7804A,Dannoura,Japan Honshu South Coast,"Dannoura Hasamachōkitakata, Tome-shi, Miyagi-ken 987-0513, Japan",38.7230954,141.1481759,Tome-shi,Japan,done
6388B,Dairy Factory Wharf,New Zealand North Island,,,,,,not_found
895,Danskegat,Svalbard,,,,,,not_found
7270,Daji Shan,China,"Daji Mountain, Sanmen, Taizhou, China",28.914708,121.724477,Taizhou,China,done
5071,Dapitan,Philippine Islands,"Dapitan City, Zamboanga del Norte, Philippines",8.6253193,123.3945709,Dapitan City,Philippines,done
3535,DAKAR,Senegal,"Dakar, Senegal",14.7645042,-17.3660286,Dakar,Senegal,done
7375,Dapuhe Kou,China,"Dapuhe Kou, Changli, Qinhuangdao, China",39.6666667,119.3166667,Qinhuangdao,China,done
7359,Dakou He,China,"Dakou He, Xifeng, Tieling, China",42.7397222,124.5911111,Tieling,China,done
4001,DAR ES SALAAM,Tanzania,"Dar es Salaam, Tanzania",-6.792354,39.2083284,Dar es Salaam,Tanzania,done
859,Dalatangi,Iceland,"Dalatangi, Iceland",65.2696725,-13.5803617,,Iceland,done
0108C,Darnett Ness,England,"Gillingham, UK",51.4067956,0.596416,,United Kingdom,done
9690,Dalcahue,Chile,"Dalcahue, Los Lagos Region, Chile",-42.377631,-73.651882,Dalcahue,Chile,done
5794,Darnley Island,Australia,"Darnley Island, Queensland, Australia",-9.5864475,143.7640371,,Australia,done
495,Dale Roads,Wales,"B'Dale Rd, Bloomingdale, IN 47832, USA",39.8625859,-87.2542527,Bloomingdale,United States,done
5155A,Daro,Sarawak,"Daro, Sarawak, Malaysia",2.527996,111.417057,Daro,Malaysia,done
3042,Dalhousie,Canada,"6299 South St, Halifax, NS B3H 4R2, Canada",44.63658119999999,-63.59165549999999,Halifax,Canada,done
23,DARTMOUTH,England,"Hanover, NH 03755, USA",43.7044406,-72.2886934,Hanover,United States,done
7421,Dalian Gang (Dairen Ko),China,"Dalian Gang, China",38.95,121.6666667,,China,done
5544,Daru,Papua New Guinea,"Daru, Papua New Guinea",-9.078195899999999,143.2099707,Daru,Papua New Guinea,done
6323,DARWIN,Australia North Coast,"Darwin NT, Australia",-12.4634403,130.8456418,,Australia,done
3260,Deception Bay,Labrador,"Deception Bay QLD 4508, Australia",-27.2,153.033333,Deception Bay,Australia,done
2067B,Darwin Harbour (Goose Green),Falkland Islands,"Goose Green FIQQ 1ZZ, Falkland Islands (Islas Malvinas)",-51.82738699999999,-58.973067,Goose Green,Falkland Islands (Islas Malvinas),done
2038,Deception Island,Antarctica,"Deception Island, Antarctica",-62.9409297,-60.55537510000001,,Antarctica,done
7228,Dasanpan Dao,China,"Dasanpan Island, Dongtou, Wenzhou, China",27.866543,121.166051,Wenzhou,China,done
5561,Dedele Point,Papua New Guinea,,,,,,not_found
5081,Dassalan Island,Sulu Archipelago,,,,,,not_found
6513,Deep Cove,New Zealand South Island,"Deep Cove, North Vancouver, BC V7G, Canada",49.326817,-122.951994,,Canada,done
5141B,Dato Gandi,Brunei,"Kampung Dato Gandi, Brunei",4.891452,114.9776421,Kampung Dato Gandi,Brunei,done
9133A,Deep Cove (Canada),Canada,"Deep Cove, North Vancouver, BC V7G, Canada",49.326817,-122.951994,,Canada,done
2536,Datum Bay,Bahama Islands,"Datum, San Diego, CA 92147, USA",32.7267118,-117.216762,San Diego,United States,done
272,Deer Sound,Scotland,"Deer Dr, Sound Beach, NY 11789, USA",40.962822,-72.96407099999999,Sound Beach,United States,done
2606A,Dauphin Island,United States,"Dauphin Island, AL, USA",30.2542565,-88.1124155,Dauphin Island,United States,done
3656,Degema,Nigeria,"Degema, Nigeria",4.769508699999999,6.7681366,Degema,Nigeria,done
5062,DAVAO,Philippine Islands,"Davao City, Davao del Sur, Philippines",7.190708,125.455341,Davao City,Philippines,done
6293,Degerando Island,Australia North Coast,"Degerando Island, Western Australia, Australia",-15.3348695,124.1990783,,Australia,done
3228,Davis Inlet,Labrador,"Davis Inlet, NL A0P, Canada",55.86524,-60.849828,Davis Inlet,Canada,done
2269,Degrad Des Cannes,French Guiana,"Parc d'activités économiques de Degrad des Cannes, Cayenne 97333, French Guiana",4.864707999999999,-52.279123,Cayenne,French Guiana,done
2011,Davis Islands,Antarctica,"Davis Islands, Tampa, FL 33606, USA",27.9145094,-82.4563199,Tampa,United States,done
5563,Delami Island,Papua New Guinea,"Delami Island, Papua New Guinea",-10.5194444,149.82,,Papua New Guinea,done
8838,Davis River,Revillagigedo Island,"Davis, Grand River, IA, USA",40.6235674,-93.4705156,,United States,done
2730A,Delaware City,United States,"Delaware City, DE, USA",39.5778901,-75.588815,Delaware City,United States,done
7432,Dawangjia Dao,China,"Wangjia Shop Island, Tongjiang, Jiamusi, China",48.131138,133.623734,Jiamusi,China,done
4443,Delft Island,Sri Lanka,"Neduntheevu, Sri Lanka",9.516667000000002,79.68333299999999,,Sri Lanka,done
4253G,Dawhat At Tarut,Saudi Arabia,,,,,,not_found
1476,Delfzijl,Netherlands,"Delfzijl, Netherlands",53.33102719999999,6.924459799999999,Delfzijl,Netherlands,done
7422,Dayaowan,China,,,,,,not_found
0068D,Dell Quay,England,"Dell Quay, Chichester PO20 7EE, UK",50.819263,-0.816153,,United Kingdom,done
2645,Daytona Beach,United States,"Daytona Beach, FL, USA",29.2108147,-81.0228331,Daytona Beach,United States,done
2289,Demarara Light Buoy,Guyana,,,,,,not_found
8178,De Kastri Bay,Siberia,,,,,,not_found
5461,Demta Baai,Papua,,,,,,not_found
2616,Deadman Bay,United States,"Deadman's Bay, NL A0G, Canada",49.350132,-53.690239,Deadman's Bay,Canada,done
1489,DEN HELDER,Netherlands,"Den Helder, Netherlands",52.95628079999999,4.7607972,Den Helder,Netherlands,done
98,Deal,England,"Deal, NJ 07723, USA",40.243168,-74.0006927,Deal,United States,done
1487,Den Oever,Netherlands,"1779 Den Oever, Netherlands",52.93437789999999,5.0282699,Den Oever,Netherlands,done
6063,Deal Island (Garden Cove),Australia East Coast,"Cove Rd, Deal Island, MD 21821, USA",38.1735861,-75.9439593,Deal Island,United States,done
7047,Denglou Jiao,China,,,,,,not_found
3343,Dealy Island,Canadian Arctic,"Dealy Island, Baffin, Unorganized, NU, Canada",74.9607815,-108.7150965,,Canada,done
6234A,Denham,Australia South Coast,"Denham, UK",51.56958299999999,-0.493857,Denham,United Kingdom,done
5939A,Dent Island,Australia East Coast,"Dent Island, BC V0P 1V0, Canada",50.40864269999999,-125.1848341,Dent Island,Canada,done
4197,Didamar,Oman,"Corrientes 1780, Centro, B7600EBL Mar del Plata, Buenos Aires, Argentina",-38.0015964,-57.5442848,Mar del Plata,Argentina,done
7489,Deokjeokdo,Korea West Coast,인천광역시 덕적면 덕적도,37.2376713,126.1279505,,South Korea,done
4420,Diego Garcia (Observatory Point),Chagos Archipelago,"Diego Garcia, BBND 1ZZ, British Indian Ocean Territory",-7.319500499999999,72.42285559999999,,British Indian Ocean Territory,done
9239,Depoe Bay,United States,"Depoe Bay, OR 97341, USA",44.8084467,-124.0631713,Depoe Bay,United States,done
1610,Dielette,France,"Diélette, 50340 Flamanville, France",49.549872,-1.862664,Flamanville,France,done
6257,Depuch Island,Australia North Coast,"Depuch Island, Balla Balla WA 6714, Australia",-20.6334497,117.7197435,Balla Balla,Australia,done
1579,DIEPPE,France,"Dieppe, France",49.922992,1.077483,Dieppe,France,done
6278,Derby,Australia North Coast,"Derby, CT, USA",41.3206523,-73.0889973,Derby,United States,done
2901,Digby,Canada,"Digby, NS, Canada",44.6215286,-65.757553,Digby,Canada,done
7803B,Deshimatsu,Japan Honshu South Coast,,,,,,not_found
3261,Digges Harbour,Labrador,"Digges Harbour, Baffin, Unorganized, NU, Canada",62.5777093,-77.86159239999999,,Canada,done
9215,Destruction Island,United States,"Destruction Island, Washington, USA",47.6748786,-124.4839471,,United States,done
5418,Dili,East Timor,"Díli, Timor-Leste",-8.5568557,125.5603143,Díli,Timor-Leste,done
2023,Detaille Island,Antarctica,"Detaille Island, Antarctica",-66.86666699999999,-66.783333,,Antarctica,done
2884A,Diligent River,Canada,"Diligent River, NS B0M, Canada",45.412662,-64.459563,Diligent River,Canada,done
4373,Devgarh,India West Coast,"Deogarh, Rajasthan 313331, India",25.5286009,73.907786,Deogarh,India,done
5733,Dillon's Bay,Vanuatu,"955 Boylston St, Boston, MA 02115, USA",42.3479367,-71.085894,Boston,United States,done
4473,Devi River Entrance,India East Coast,"Devi River, Odisha",19.9831586,86.34006699999999,,India,done
7255,Dinghai Gang,China,"Cengangzhen, Dinghai, Zhoushan, Zhejiang, China",30.07225,122.003581,Zhoushan,China,done
4183,Dhagmar,Oman,"Dagmar, MT 59247, USA",48.5834112,-104.1981361,Dagmar,United States,done
723,Dingle Harbour,Ireland,"Dingle, The-Wood, Dingle Town, Co. Kerry, Ireland",52.140493,-10.280349,Dingle,Ireland,done
4167,Dhalqut,Oman,"Dhalqut, Oman",16.7099,53.24391199999999,Dhalqut,Oman,done
2976,Dingwall,Canada,"Dingwall IV15, UK",57.595347,-4.428411,Dingwall,United Kingdom,done
4475A,Dhamra,India East Coast,"Coconat Island, Odisha 756171, India",20.8236777,86.9640398,Coconat Island,India,done
260,Dingwall (Cromarty Firth),Scotland,"Dingwall IV15, UK",57.595347,-4.428411,Dingwall,United Kingdom,done
1983,Dhavlos,Cyprus,Kaplıca,35.4134201,33.9136675,Kaplıca,,done
2039,Discovery Bay,Antarctica,"Discovery Bay, CA, USA",37.9085357,-121.6002291,Discovery Bay,United States,done
4502,Dhulasar,Bangladesh,,,,,,not_found
9201,Discovery Bay (Puget Sound),United States,"Discovery Bay, WA 98368, USA",47.99009,-122.8918364,Discovery Bay,United States,done
4484,Diamond Harbour,India East Coast,"Diamond Harbour, West Bengal, India",22.1987268,88.20228759999999,Diamond Harbour,India,done
3406,Discovery Harbour,Canadian Arctic,"Discovery Harbor, HI 96772, USA",19.043677,-155.6320264,Discovery Harbor,United States,done
7059,Diancheng,China,,,,,,not_found
4340A,Diu Head,India West Coast,"Diu Head, Gujarat 362720",20.6913889,70.8297222,,India,done
7354,Diaolong Zui,China,,,,,,not_found
1591,Dives,France,"105800 Overseas Hwy, Key Largo, FL 33037, USA",25.1644861,-80.3803967,Key Largo,United States,done
5018,Diapitan Bay,Philippine Islands,"Dapitan Bay, Parañaque, Metro Manila, Philippines",14.4462501,121.039671,Parañaque,Philippines,done
3620,Dix Cove,Ghana,"Dixcove, Ghana",4.790935999999999,-1.950362,Dixcove,Ghana,done
4182E,Dibab,Oman,"Dibab, Oman",23.0807852,59.0496565,Dibab,Oman,done
2617D,Dixie Bay,United States,"Lee Road, Valley, Spanish Town VG 1150, British Virgin Islands",18.459208,-64.433889,Spanish Town,British Virgin Islands,done
6768,Djarrit,Marshall Islands,"Darrit, Majuro Atoll, RMI",7.121783600000001,171.3640022,,Marshall Islands,done
1665,DONGES,France,"Donges, France",47.318789,-2.074694,Donges,France,done
4068,Djibouti,Djibouti,Djibouti,11.825138,42.590275,,Djibouti,done
5267,DONGGALA,Sulawesi West Coast,"Donggala Regency, Central Sulawesi, Indonesia",-0.4233155,119.8352303,,Indonesia,done
0867A,Djupivogur,Iceland,"Djúpivogur, Iceland",64.656888,-14.2900509,Djúpivogur,Iceland,done
7208,Dongluo Liedao,China,"Dongluo Liedao, China",25.7686111,119.6802778,,China,done
1195,Djupvik,Norway,"623 54 Djupvik, Sweden",57.3077862,18.1496833,Djupvik,Sweden,done
7232,Dongmen,China,"Dongmen, Luohu, Shenzhen, Guangdong, China, 518000",22.546593,114.119453,Shenzhen,China,done
6997,Do Son,Vietnam,"Đồ Sơn, Haiphong, Vietnam",20.7247533,106.7742534,,Vietnam,done
7160,Dongshan Gang,China,,,,,,not_found
5429,Dobo,Sermata Eilanden,"Dobo, Pulau-Pulau Aru, Kabupaten Kepulauan Aru, Maluku, Indonesia",-5.755787000000001,134.217407,Dobo,Indonesia,done
7358A,Dongying Gang,China,"W 4th Rd, Dongying Qu, Dongying Shi, Shandong Sheng, China, 257081",37.424493,118.4831282,Dongying Shi,China,done
3256A,Doctor Island,Labrador,"100 Arricola Ave, St Augustine, FL 32080, USA",29.891637,-81.302353,St. Augustine,United States,done
7890A,Donoura,Japan Shikoku North Coast,"Donora, PA 15033, USA",40.1734049,-79.8575467,Donora,United States,done
6767,Dodo Passage,Marshall Islands,"Dodo Rd, Richmond, KY 40475, USA",37.6979841,-84.1248033,Richmond,United States,done
1517,Dordrecht,Netherlands,"Dordrecht, Netherlands",51.81329789999999,4.6900929,Dordrecht,Netherlands,done
5328,Dofa,The Molucca Islands,"Dofa, Ethiopia",7.033333,41.55,Dofa,Ethiopia,done
2033,Dorian Bay,Antarctica,"Dorian, Newport Beach, CA 92657, USA",33.6081904,-117.8304193,Newport Beach,United States,done
3545,Dog Island,The Gambia,"Dog Island, Florida 32322, USA",29.80344,-84.60342709999999,,United States,done
0349A,Dornie Bridge,Scotland,"Dornie Dr, Birmingham B38 9DZ, UK",52.4007106,-1.9317602,,United Kingdom,done
6724A,Dogoro Creek,Fiji Islands,,,,,,not_found
2577A,DOS BOCAS,Mexico (Gulf),"Dos Bocas, Ver., Mexico",19.0827799,-96.1474999,Dos Bocas,Mexico,done
4239,DOHA (AD DAWHAH),Qatar,"Doha, Qatar",25.2854473,51.53103979999999,Doha,Qatar,done
3684,DOUALA,Cameroon,"Douala, Cameroon",4.0510564,9.7678687,Douala,Cameroon,done
7816A,Doi,Japan Honshu South Coast,"Doi, Yugawara, Ashigarashimo District, Kanagawa Prefecture 259-0303, Japan",35.1434889,139.1008148,Yugawara,Japan,done
1640,Douarnenez,France,"29100 Douarnenez, France",48.093228,-4.328619,Douarnenez,France,done
5494,Dokkor,Papua,"Dokkor, Indonesia",-0.7666666999999999,130.7333333,,Indonesia,done
5936,Double Bay,Australia East Coast,"Double Bay NSW 2028, Australia",-33.8775,151.2412,Double Bay,Australia,done
8518,Dolgoi Island,Alaska,"Dolgoi Island, Alaska, USA",55.1052425,-161.7283271,,United States,done
4556,Double Island,Burma,"Double Island, Ellis Beach QLD 4879, Australia",-16.72589,145.683886,Ellis Beach,Australia,done
920,Domashni Island,Russia,"Ostrov Domashniy, Murmansk Oblast, Russia, 184670",69.2666667,33.2666667,,Russia,done
468,DOUGLAS,Isle of Man,"Douglas, GA, USA",31.5088073,-82.8498654,Douglas,United States,done
2281,Domburg,Suriname,"4357 Domburg, Netherlands",51.5634575,3.4998639,Domburg,Netherlands,done
3258,Douglas Harbour,Labrador,"Douglas Harbour, IM1 4LB",54.15,-4.4666667,,,done
637,Donaghadee,Northern Ireland,"Donaghadee BT21, UK",54.6425555,-5.5375995,Donaghadee,United Kingdom,done
89,DOVER,England,"Dover, DE, USA",39.158168,-75.5243682,Dover,United States,done
686,Donegal Harbour (Salt Hill Quay),Ireland,,,,,,not_found
671,Downies Bay,Ireland,"9320 5th St, Bay City, OR 97107, USA",45.52412,-123.889446,Bay City,United States,done
6979,Dong Hoi,Vietnam,"Đồng Hới, Quang Binh Province, Vietnam",17.4659391,106.5983958,Đồng Hới,Vietnam,done
1340,Draghallan,Sweden,"Draghallan, Sweden",62.33972219999999,17.4391667,,Sweden,done
1296A,Drammen,Norway,"Drammen, Norway",59.7440738,10.2044564,Drammen,Norway,done
4781,Dumai,Sumatera North East Coast,"Dumai, Dumai City, Riau, Indonesia",1.6666349,101.4001855,Dumai,Indonesia,done
5599,Dreger Harbour,Papua New Guinea,,,,,,not_found
9308,Dumbarton Bridge,United States,"Dumbarton Bridge, Newark, CA 94560, USA",37.5052154,-122.119408,Newark,United States,done
6718B,Dreketi,Fiji Islands,"Dreketi, Fiji",-16.696715,179.2588968,Dreketi,Fiji,done
2013,Dumont D'urville Base,Antarctica,"Dumont d'Urville Station, Antarctica",-66.6630267,140.0018263,Dumont d'Urville Station,Antarctica,done
8565,DRIFT RIVER,Alaska,"Drift River Airport, Tyonek, AK 99682, USA",60.5888675,-152.1619772,Tyonek,United States,done
615,DUN LAOGHAIRE,Ireland,"Dún Laoghaire, Dublin, Ireland",53.2943958,-6.133866599999999,Dublin,Ireland,done
3338,Driftwood Bay,Canadian Arctic,"Driftwood Bay, Miramar Beach, FL 32550, USA",30.3831562,-86.3736121,Miramar Beach,United States,done
624,Dunany Point,Ireland,,,,,,not_found
4620,Dring Harbour,Nicobar Islands,"Sydney NSW 2000, Australia",-33.87488,151.2009,Sydney,Australia,done
222,Dunbar,Scotland,"Dunbar, WV 25064, USA",38.3606509,-81.73734850000001,Dunbar,United States,done
419,Drummore,Scotland,"Drummore, Stranraer DG9, UK",54.69053599999999,-4.894817,Drummore,United Kingdom,done
736,Dunbeacon Harbour,Ireland,,,,,,not_found
7290,Duanshan Gang,China,"Gaoshang Rd, Zhongshan Qu, Dalian Shi, Liaoning Sheng, China",38.886176,121.663894,Dalian Shi,China,done
9095,Duncan Bay,"Canada, Vancouver Island","902 Boat Club Dr, Cheboygan, MI 49721, USA",45.6494205,-84.4403438,Cheboygan,United States,done
4206A,DUBAI,United Arab Emirates,Dubai - United Arab Emirates,25.2048493,55.2707828,Dubai,United Arab Emirates,done
268,Duncansby Head,Scotland,"Wick KW1 4YS, UK",58.6439217,-3.0251272,,United Kingdom,done
4206,Dubai (Al Maktoum Bridge),United Arab Emirates,Al Maktoum Bridge - Dubai - United Arab Emirates,25.2539024,55.3229615,Dubai,United Arab Emirates,done
0625A,Dundalk,Ireland,"Dundalk, MD, USA",39.2506633,-76.5205184,Dundalk,United States,done
617,DUBLIN (NORTH WALL),Ireland,"North Wall, Dublin, Ireland",53.3487211,-6.237699999999999,Dublin,Ireland,done
3323,Dundas Harbour,Canadian Arctic,"Dundas Harbour, NU, Canada",74.53333300000001,-82.3833329,Dundas Harbour,Canada,done
616,Dublin Bar,Ireland,"47-48 Temple Bar, Dublin 2, Ireland",53.3454753,-6.2641716,,Ireland,done
236,DUNDEE,Scotland,"Dundee, UK",56.462018,-2.970721,Dundee,United Kingdom,done
3574,Dubreka,Guinea,"Dubreka, Guinea",9.7907348,-13.5147735,Dubreka,Guinea,done
6498,Dunedin,New Zealand South Island,"Dunedin, FL, USA",28.0197404,-82.7717684,Dunedin,United States,done
1909,Dubrovnik (Luka Gruz),Croatia,"Obala Ivana Pavla II 1, 20000, Dubrovnik, Croatia",42.6587741,18.0860934,Dubrovnik,Croatia,done
756,Dungarvan Harbour,Ireland,"Quay St, Abbeyside, Dungarvan, Co. Waterford, Ireland",52.0879798,-7.6159199,,Ireland,done
5571,Duchateau Islands,Louisiade Archipelago,"Duchateau Islands, Papua New Guinea",-11.2791667,152.3733333,,Papua New Guinea,done
87,Dungeness,England,"Dungeness, Romney Marsh TN29, UK",50.919325,0.9652799999999999,Dungeness,United Kingdom,done
2676A,Duck Pier,United States,"1261 Duck Rd, Kitty Hawk, NC 27949, USA",36.1820898,-75.7512527,Kitty Hawk,United States,done
9203,Dungeness Bay,United States,"Dungeness Bay, Washington, USA",48.1614721,-123.1254816,,United States,done
1588,Duclair,France,"76480 Duclair, France",49.4824089,0.875528,Duclair,France,done
5800,Dungeness Reef,Australia,"Dungeness Reef, Queensland 4805, Australia",-9.9166667,143,,Australia,done
437,Duddon Bar,England,"River Duddon, United Kingdom",54.338447,-3.2021114,,United Kingdom,done
5917,Dunk Island,Australia East Coast,"Dunk Island, Dunk QLD 4852, Australia",-17.9445593,146.1532893,Dunk,Australia,done
1473A,Dukegat,Germany,"Dukegat, 26723 Emden, Germany",53.3704316,7.184291399999999,Emden,Germany,done
1568,DUNKERQUE,France,"Dunkirk, France",51.0343684,2.3767763,Dunkirk,France,done
4247C,Dukhan,Qatar,"Dukhan, Qatar",25.4280036,50.7833068,Dukhan,Qatar,done
1568A,Dunkerque Ouest,France,"Route de l'Ouvrage O, 59140 Dunkerque, France",51.041719,2.329525,Dunkerque,France,done
728,Dunkerron Harbour,Ireland,"Dunkerron, Kilmoney Rd Upper, Knocknalurgan, Carrigaline, Co. Cork, Ireland",51.8089971,-8.395777599999999,Carrigaline,Ireland,done
6476,East Bay,New Zealand South Island,"Bay County, FL, USA",30.1805306,-85.684578,,United States,done
737,Dunmanus Harbour,Ireland,"Dunmanus, Kilmoney Rd Upper, Knocknalurgan, Carrigaline, Co. Cork, Ireland",51.8067275,-8.4027797,Carrigaline,Ireland,done
4618,East Bay (Katchall),Nicobar Islands,,,,,,not_found
761,Dunmore East,Ireland,"Dunmore East, Co. Waterford, Ireland",52.1527666,-6.994803999999999,Dunmore East,Ireland,done
6422,East Cape,New Zealand North Island,"East Cape 4087, New Zealand",-37.6405902,178.4644458,East Cape,New Zealand,done
371,Dunstaffnage Bay,Scotland,"Oban PA37 1PZ, UK",56.4546794,-5.437433899999999,,United Kingdom,done
5784,East Diamond Island,Australia,East Diamond Islet,-17.4416667,151.075,,,done
4171A,Duqm,Oman,"Duqm, Oman",19.6394818,57.67791059999999,Duqm,Oman,done
394,East Loch Tarbert,Scotland,"Campbeltown Road, Tarbert, Loch Fyne, Tarbert PA29 6YF, UK",55.8551124,-5.4382034,,United Kingdom,done
3800,DURBAN,South Africa,"Durban, South Africa",-29.85868039999999,31.0218404,Durban,South Africa,done
3795,EAST LONDON,South Africa,"East London, South Africa",-33.0291582,27.8545867,East London,South Africa,done
1913,Durres,Albania,"Durrës, Albania",41.3245904,19.4564686,Durrës,Albania,done
