ukhoId,ukhoName,ukhoLocation,gmaAddress,gmaLatitude,gmaLongitude,gmaCity,gmaCountry,gmaStatus
9040,Ceepeecee,"Canada, Vancouver Island",,,,,,new
9620,Chanaral De Las Animas,Chile,,,,,,new
0477A,Cemaes Bay,Wales,,,,,,new
4476,Chandbali,India East Coast,,,,,,new
2835,Centre Harbour,United States,,,,,,new
2603,Chandeleur Light,United States,,,,,,new
6353,Centre Island,Australia North Coast,,,,,,new
4508,Chandpur,Bangladesh,,,,,,new
9577,Cerro Azul,Peru,,,,,,new
4634,Chang Ko Phra Thong,Thailand West Coast,,,,,,new
6226,Cervantes,Australia South Coast,,,,,,new
7414,Chang Zui,China,,,,,,new
3599,Cestos Bay,Liberia,,,,,,new
7424,Changjiang Ao,China,,,,,,new
1810,CEUTA,Spain,,,,,,new
7280,CHANGJIANG APPROACHES (LUHUASHAN),China,,,,,,new
7186,Ch'e-Ch'eng,T'ai-Wan,,,,,,new
7385,Changshansu,China,,,,,,new
7192,Ch'eng-Kuang-Ao,T'ai-Wan,,,,,,new
7288,Changshu,China,,,,,,new
7171,Ch'i - Pei Yu,China,,,,,,new
7264,Changtu Gang,China,,,,,,new
7167,Ch'i-Mei Yu,China,,,,,,new
7401,Changxing Dao,China,,,,,,new
4314,Chah Bahar,Iran,,,,,,new
7440,Chao-Shih-Kou,China,,,,,,new
5868,Chapman Island,Australia East Coast,,,,,,new
3084,Chenal De Beaujeu,Canada,,,,,,new
2303,Charity,Guyana,,,,,,new
1582A,Chenal De Rouen,France,,,,,,new
2664,CHARLESTON,United States,,,,,,new
4901,CHENDERING,Peninsular Malaysia East Coast,,,,,,new
9252,Charleston (Coos Bay),United States,,,,,,new
8594,Chenega Island,Alaska,,,,,,new
2442A,Charlestown Bay,Windward Islands,,,,,,new
4452,CHENNAI (MADRAS),India East Coast,,,,,,new
3014,Charlottetown,Canada,,,,,,new
7543A,Cheongsando,Korea West Coast,,,,,,new
3272,Charlton Island,Labrador,,,,,,new
516,Chepstow,Wales,,,,,,new
2081,Chartres,Falkland Islands,,,,,,new
4399,Cherbaniani Reef,Lakshadweep,,,,,,new
2619C,Chassahowitzka River,United States,,,,,,new
1600,CHERBOURG,France,,,,,,new
2802,Chatham (Cape Cod),United States,,,,,,new
9143A,Cherry Point,United States,,,,,,new
109,Chatham (Lock Approaches),England,,,,,,new
2681A,Chesapeake Bay Bridge Tunnel,United States,,,,,,new
9470,Chatham Bay,Costa Rica,,,,,,new
2709B,Chesapeake Beach,United States,,,,,,new
6536,Chatham Island (Waitangi),New Zealand South Island,,,,,,new
2721,Chesapeake City,United States,,,,,,new
8998,Chatham Point,Canada,,,,,,new
30,Chesil Beach,England,,,,,,new
6921,Chaudoc,Vietnam,,,,,,new
31,Chesil Cove,England,,,,,,new
4540,Chaunggwa,Burma,,,,,,new
462,Chester,England,,,,,,new
4536,Chaungtha Kyun,Burma,,,,,,new
2930,"Chester, Canada",Canada,,,,,,new
0761A,Cheekpoint,Ireland,,,,,,new
3288,Chesterfield Inlet,Labrador,,,,,,new
0113A,Chelsea Bridge,England,,,,,,new
9262,Chetco Cove,United States,,,,,,new
9079,CHEMAINUS,"Canada, Vancouver Island",,,,,,new
8186,Cheushi Island,Siberia,,,,,,new
7099,Chi Ma Wan,China,,,,,,new
7975,Choshi-Gyoko,Japan Honshu East Coast,,,,,,new
7198,Chi-Lung Kang,T'ai-Wan,,,,,,new
38,Christchurch (Entrance),England,,,,,,new
7168,Chiang-Chun Kang-Tao,China,,,,,,new
0038A,Christchurch (Quay),England,,,,,,new
7944,Chiba Light,Japan Honshu South Coast,,,,,,new
0038B,Christchurch (Tuckton),England,,,,,,new
68,CHICHESTER HARBOUR (ENTRANCE),England,,,,,,new
6327A,Christine Reef,Australia North Coast,,,,,,new
7953,Chichi Shima (Futami),Japan Nanpo Shoto,,,,,,new
6617,Christmas Island,Line Islands,,,,,,new
3072,Chicoutimi,Canada,,,,,,new
4629,Christmas Island (Indian Ocean),Indian Ocean Islands,,,,,,new
4471,Chilka Mouth,India East Coast,,,,,,new
7541,Chujado,Korea West Coast,,,,,,new
9563,Chimbote,Peru,,,,,,new
7572,Chuksan,Korea East Coast,,,,,,new
2723A,Chincoteague Channel,United States,,,,,,new
3284,Churchill,Labrador,,,,,,new
1891,CHIOGGIA,Italy,,,,,,new
6801,Chuuk Islands,Caroline Islands,,,,,,new
4512,CHITTAGONG,Bangladesh,,,,,,new
2506,Cienfuegos,Cuba,,,,,,new
6920,Cho Long Xuyen,Vietnam,,,,,,new
6725A,Cikobia,Fiji Islands,,,,,,new
7805,Chofu,Japan Honshu South Coast,,,,,,new
5353,Cilacap (Tjilatjap),Jawa South Coast,,,,,,new
5636,Choiseul Bay,Solomon Islands,,,,,,new
1714,Cillero (Ria De Vivero),Spain,,,,,,new
3993,Chole Bay,Tanzania,,,,,,new
4612,Cinque Islands,Andaman Islands,,,,,,new
6975,Chon May (Chumai),Vietnam,,,,,,new
5335,Cirebon,Jawa North Coast,,,,,,new
6888,Chong Khram,Thailand,,,,,,new
2685,City Point,United States,,,,,,new
6891,Chong Samet,Thailand,,,,,,new
2576,Ciudad Del Carmen,Mexico (Gulf),,,,,,new
7203,Chongwu,China,,,,,,new
1853,Civitavecchia,Italy,,,,,,new
128,Clacton-On-Sea,England,,,,,,new
541,Clovelly,England,,,,,,new
9208,Clallam Bay,United States,,,,,,new
5916,Clump Point,Australia East Coast,,,,,,new
2667A,Clambank Creek,United States,,,,,,new
0406A,Clydebank (Rothesay Dock),Scotland,,,,,,new
696,Clare Island,Ireland,,,,,,new
2578,Coatzacoalcos (Puerto Mexico),Mexico (Gulf),,,,,,new
2042A,Clarence Island,Antarctica,,,,,,new
9225,Cobb Seamount,United States,,,,,,new
3171A,Clarenville,Newfoundland,,,,,,new
750,COBH,Ireland,,,,,,new
2914,Clark's Harbour,Canada,,,,,,new
2261A,Cocal,Brazil,,,,,,new
8432,Clarks Point,Alaska,,,,,,new
224,Cockenzie,Scotland,,,,,,new
5002,Claveria Bay,Philippine Islands,,,,,,new
5807,Coconut Island,Australia,,,,,,new
8891,Claxton Creek,Canada,,,,,,new
4628,Cocos Islands (Home Island),Indian Ocean Islands,,,,,,new
2620,Clearwater Beach,United States,,,,,,new
3962,Coetivy Island,Seychelles,,,,,,new
0036D,Cleavel Point,England,,,,,,new
6018,Coffs Harbour,Australia East Coast,,,,,,new
4604,Cleugh Passage,Andaman Islands,,,,,,new
3701,Cogo,Equatorial Guinea,,,,,,new
525,Clevedon,England,,,,,,new
4967,Cogton,Philippine Islands,,,,,,new
8656,Cleveland Passage,Alaska,,,,,,new
2807,Cohasset Harbour,United States,,,,,,new
5977,Clews Point,Australia East Coast,,,,,,new
6506,Colac Bay (Oraka),New Zealand South Island,,,,,,new
703,Clifden Bay,Ireland,,,,,,new
127,Colchester,England,,,,,,new
2441A,Clifton Harbour,Windward Islands,,,,,,new
653,Coleraine,Northern Ireland,,,,,,new
745,Clonakilty Bay,Ireland,,,,,,new
2749,College Point,United States,,,,,,new
2664A,Clouter Creek,United States,,,,,,new
2661A,Colleton River Entrance,United States,,,,,,new
6453,Collingwood,New Zealand South Island,,,,,,new
8617,Controller Bay,Alaska,,,,,,new
9299,Collinsville,United States,,,,,,new
0471A,Conwy,Wales,,,,,,new
4428,COLOMBO,Sri Lanka,,,,,,new
5894,Cooktown,Australia East Coast,,,,,,new
2398,COLON,Panama,,,,,,new
4382,Coondapoor,India West Coast,,,,,,new
2169,COLONIA,Uruguay,,,,,,new
6340,Copeland Island,Australia North Coast,,,,,,new
2701A,Colonial Beach,United States,,,,,,new
2282,Coppename River,Suriname,,,,,,new
9226,"Columbia River Entrance (Jetty ""A"")",United States,,,,,,new
8877A,Copper Islands,Moresby Island,,,,,,new
470,Colwyn Bay,Wales,,,,,,new
205,Coquet Island,England,,,,,,new
3158,Come By Chance,Newfoundland,,,,,,new
9634,Coquimbo,Chile,,,,,,new
2114,Comodoro Rivadavia,Argentina,,,,,,new
6240,Coral Bay,Australia South Coast,,,,,,new
9092,Comox,"Canada, Vancouver Island",,,,,,new
3293,Coral Harbour,Labrador,,,,,,new
3575,CONAKRY,Guinea,,,,,,new
1720,Corcubion,Spain,,,,,,new
1648,Concarneau,France,,,,,,new
1665A,Cordemais,France,,,,,,new
719,Coney Island,Ireland,,,,,,new
9003,Cordero Islands,Canada,,,,,,new
2782A,Conimicut Light,United States,,,,,,new
1679C,Cordouan,France,,,,,,new
463,Connah's Quay,Wales,,,,,,new
8613,Cordova,Alaska,,,,,,new
0371A,Connel,Scotland,,,,,,new
753,Cork City,Ireland,,,,,,new
3142,Connoire Bay,Newfoundland,,,,,,new
3134,Corner Brook,Newfoundland,,,,,,new
2742B,Constable Hook,United States,,,,,,new
1647,Corniguel,France,,,,,,new
8454,Constantine Harbour,Aleutian Islands,,,,,,new
6374,Cornwallis,New Zealand North Island,,,,,,new
6405,Coromandel Harbour,New Zealand North Island,,,,,,new
9070,Cowichan Harbour,"Canada, Vancouver Island",,,,,,new
4931,Coron,Philippine Islands,,,,,,new
4515,Cox's Bazar,Bangladesh,,,,,,new
9662,Coronel,Chile,,,,,,new
2419,Coxen Hole Pier,Honduras,,,,,,new
368,Corpach,Scotland,,,,,,new
9307,Coyote Point Marina,United States,,,,,,new
2585A,CORPUS CHRISTI,United States,,,,,,new
5833,Crab Island,Australia,,,,,,new
367,Corran,Scotland,,,,,,new
8784,Craig Cannery,Prince of Wales Island,,,,,,new
4986,Corregidor Island,Philippine Islands,,,,,,new
383,Craighouse,Scotland,,,,,,new
1758,Corta De Los Jeronimos,Spain,,,,,,new
0365A,Craignure,Scotland,,,,,,new
0110A,CORYTON,England,,,,,,new
627,Cranfield Point,Northern Ireland,,,,,,new
3976,Cosmoledo Islands,Seychelles,,,,,,new
668,Cranford Bay,Ireland,,,,,,new
0014C,Cotehele Quay,England,,,,,,new
5945A,Creal Reef,Australia East Coast,,,,,,new
3633,Cotonou,Benin,,,,,,new
5874,Creech Reef,Australia East Coast,,,,,,new
0399B,COULPORT,Scotland,,,,,,new
9206,Crescent Bay,United States,,,,,,new
1593,Courseulles-Sur-Mer,France,,,,,,new
9264,Crescent City,United States,,,,,,new
746,Courtmacsherry,Ireland,,,,,,new
0483A,Criccieth,Wales,,,,,,new
607,Courtown,Ireland,,,,,,new
9078,Crofton,"Canada, Vancouver Island",,,,,,new
2037A,Covadonga Harbour,Antarctica,,,,,,new
6460,Croiselles Harbour,New Zealand South Island,,,,,,new
4,Coverack,England,,,,,,new
724,Cromane Point,Ireland,,,,,,new
6217,Cowaramup,Australia South Coast,,,,,,new
258,Cromarty,Scotland,,,,,,new
60,COWES,England,,,,,,new
154,Cromer,England,,,,,,new
741,Crookhaven,Ireland,,,,,,new
524,Cumberland Basin Entrance,England,,,,,,new
3198,Croque Harbour,Newfoundland,,,,,,new
3312,Cumberland Sound,Canadian Arctic,,,,,,new
3375C,Cross Island,Alaska (North),,,,,,new
2214,Cumuruxatiba,Brazil,,,,,,new
6023A,Crowdy Head,Australia East Coast,,,,,,new
6065,Curtis Island,Australia East Coast,,,,,,new
3322C,Crown Prince Frederick Island,Canadian Arctic,,,,,,new
644,Cushendun,Northern Ireland,,,,,,new
6972,Cu Lao Cham,Vietnam,,,,,,new
6341A,Cuthbert Point,Australia North Coast,,,,,,new
6994,Cua Ba Lat,Vietnam,,,,,,new
2843,Cutler (Little River),United States,,,,,,new
6917,Cua Batak,Vietnam,,,,,,new
2842A,Cutler Naval Base,United States,,,,,,new
6996,CUA CAM APPROACHES (HON DAU),Vietnam,,,,,,new
1438,CUXHAVEN,Germany,,,,,,new
6983,CUA HOI,Vietnam,,,,,,new
9345,Cuyler Harbour,United States,,,,,,new
7000,Cua Nam Trieu,Vietnam,,,,,,new
4932,Cuyo Island,Philippine Islands,,,,,,new
6934,Cua Soirap,Vietnam,,,,,,new
4505,D'apres Shoal,Bangladesh,,,,,,new
6913,Cua Song Bai Hap (Off),Vietnam,,,,,,new
3971,D'arros Island,Seychelles,,,,,,new
4449,Cuddalore,India East Coast,,,,,,new
6974,DA NANG,Vietnam,,,,,,new
6929,Culao Mi Xuong,Vietnam,,,,,,new
4753,Dabo,Lingga Kepulauan,,,,,,new
660,Culdaff Bay,Ireland,,,,,,new
7427,Dachangshan Dao,China,,,,,,new
2464,Culebra,Puerto Rico,,,,,,new
7162,Dadan (Dao),China,,,,,,new
6364,Cullen Point,Australia North Coast,,,,,,new
7501,Daecheon,Korea West Coast,,,,,,new
657,Culmore Point,Northern Ireland,,,,,,new
7507,Daejang-Ri,Korea West Coast,,,,,,new
2347,Cumana,Venezuela,,,,,,new
7487,Daemuuido,Korea West Coast,,,,,,new
7494,Daesan,Korea West Coast,,,,,,new
7435,Dalu Dao,China,,,,,,new
7597,Daeyanghwa Man,Korea East Coast,,,,,,new
6717A,Dama,Fiji Islands,,,,,,new
1426,Dagebull,Germany,,,,,,new
7231,Damaiyu,China,,,,,,new
4546,Dagon (Old Light),Burma,,,,,,new
7230A,Damen Dao,China,,,,,,new
7367,Dagu,China,,,,,,new
2649,Dames Point,United States,,,,,,new
4356,Dahanu,India West Coast,,,,,,new
6254,Dampier (Hampton Harbour),Australia North Coast,,,,,,new
4349,Dahej Bandar,India West Coast,,,,,,new
7443,Dandong Gang,China,,,,,,new
5055,Dahikan Bay,Philippine Islands,,,,,,new
6033A,Dangar Island,Australia East Coast,,,,,,new
1616,Dahouet,France,,,,,,new
3446,Danmark Island,Greenland East Coast,,,,,,new
7057A,Dahuag Jiang,China,,,,,,new
3452,Danmarks Havn,Greenland East Coast,,,,,,new
7946A,Daiichi Kaiho,Japan Honshu South Coast,,,,,,new
7804A,Dannoura,Japan Honshu South Coast,,,,,,new
6388B,Dairy Factory Wharf,New Zealand North Island,,,,,,new
895,Danskegat,Svalbard,,,,,,new
7270,Daji Shan,China,,,,,,new
5071,Dapitan,Philippine Islands,,,,,,new
3535,DAKAR,Senegal,,,,,,new
7375,Dapuhe Kou,China,,,,,,new
7359,Dakou He,China,,,,,,new
4001,DAR ES SALAAM,Tanzania,,,,,,new
859,Dalatangi,Iceland,,,,,,new
0108C,Darnett Ness,England,,,,,,new
9690,Dalcahue,Chile,,,,,,new
5794,Darnley Island,Australia,,,,,,new
495,Dale Roads,Wales,,,,,,new
5155A,Daro,Sarawak,,,,,,new
3042,Dalhousie,Canada,,,,,,new
23,DARTMOUTH,England,,,,,,new
7421,Dalian Gang (Dairen Ko),China,,,,,,new
5544,Daru,Papua New Guinea,,,,,,new
6323,DARWIN,Australia North Coast,,,,,,new
3260,Deception Bay,Labrador,,,,,,new
2067B,Darwin Harbour (Goose Green),Falkland Islands,,,,,,new
2038,Deception Island,Antarctica,,,,,,new
7228,Dasanpan Dao,China,,,,,,new
5561,Dedele Point,Papua New Guinea,,,,,,new
5081,Dassalan Island,Sulu Archipelago,,,,,,new
6513,Deep Cove,New Zealand South Island,,,,,,new
5141B,Dato Gandi,Brunei,,,,,,new
9133A,Deep Cove (Canada),Canada,,,,,,new
2536,Datum Bay,Bahama Islands,,,,,,new
272,Deer Sound,Scotland,,,,,,new
2606A,Dauphin Island,United States,,,,,,new
3656,Degema,Nigeria,,,,,,new
5062,DAVAO,Philippine Islands,,,,,,new
6293,Degerando Island,Australia North Coast,,,,,,new
3228,Davis Inlet,Labrador,,,,,,new
2269,Degrad Des Cannes,French Guiana,,,,,,new
2011,Davis Islands,Antarctica,,,,,,new
5563,Delami Island,Papua New Guinea,,,,,,new
8838,Davis River,Revillagigedo Island,,,,,,new
2730A,Delaware City,United States,,,,,,new
7432,Dawangjia Dao,China,,,,,,new
4443,Delft Island,Sri Lanka,,,,,,new
4253G,Dawhat At Tarut,Saudi Arabia,,,,,,new
1476,Delfzijl,Netherlands,,,,,,new
7422,Dayaowan,China,,,,,,new
0068D,Dell Quay,England,,,,,,new
2645,Daytona Beach,United States,,,,,,new
2289,Demarara Light Buoy,Guyana,,,,,,new
8178,De Kastri Bay,Siberia,,,,,,new
5461,Demta Baai,Papua,,,,,,new
2616,Deadman Bay,United States,,,,,,new
1489,DEN HELDER,Netherlands,,,,,,new
98,Deal,England,,,,,,new
1487,Den Oever,Netherlands,,,,,,new
6063,Deal Island (Garden Cove),Australia East Coast,,,,,,new
7047,Denglou Jiao,China,,,,,,new
3343,Dealy Island,Canadian Arctic,,,,,,new
6234A,Denham,Australia South Coast,,,,,,new
5939A,Dent Island,Australia East Coast,,,,,,new
4197,Didamar,Oman,,,,,,new
7489,Deokjeokdo,Korea West Coast,,,,,,new
4420,Diego Garcia (Observatory Point),Chagos Archipelago,,,,,,new
9239,Depoe Bay,United States,,,,,,new
1610,Dielette,France,,,,,,new
6257,Depuch Island,Australia North Coast,,,,,,new
1579,DIEPPE,France,,,,,,new
6278,Derby,Australia North Coast,,,,,,new
2901,Digby,Canada,,,,,,new
7803B,Deshimatsu,Japan Honshu South Coast,,,,,,new
3261,Digges Harbour,Labrador,,,,,,new
9215,Destruction Island,United States,,,,,,new
5418,Dili,East Timor,,,,,,new
2023,Detaille Island,Antarctica,,,,,,new
2884A,Diligent River,Canada,,,,,,new
4373,Devgarh,India West Coast,,,,,,new
5733,Dillon's Bay,Vanuatu,,,,,,new
4473,Devi River Entrance,India East Coast,,,,,,new
7255,Dinghai Gang,China,,,,,,new
4183,Dhagmar,Oman,,,,,,new
723,Dingle Harbour,Ireland,,,,,,new
4167,Dhalqut,Oman,,,,,,new
2976,Dingwall,Canada,,,,,,new
4475A,Dhamra,India East Coast,,,,,,new
260,Dingwall (Cromarty Firth),Scotland,,,,,,new
1983,Dhavlos,Cyprus,,,,,,new
2039,Discovery Bay,Antarctica,,,,,,new
4502,Dhulasar,Bangladesh,,,,,,new
9201,Discovery Bay (Puget Sound),United States,,,,,,new
4484,Diamond Harbour,India East Coast,,,,,,new
3406,Discovery Harbour,Canadian Arctic,,,,,,new
7059,Diancheng,China,,,,,,new
4340A,Diu Head,India West Coast,,,,,,new
7354,Diaolong Zui,China,,,,,,new
1591,Dives,France,,,,,,new
5018,Diapitan Bay,Philippine Islands,,,,,,new
3620,Dix Cove,Ghana,,,,,,new
4182E,Dibab,Oman,,,,,,new
2617D,Dixie Bay,United States,,,,,,new
6768,Djarrit,Marshall Islands,,,,,,new
1665,DONGES,France,,,,,,new
4068,Djibouti,Djibouti,,,,,,new
5267,DONGGALA,Sulawesi West Coast,,,,,,new
0867A,Djupivogur,Iceland,,,,,,new
7208,Dongluo Liedao,China,,,,,,new
1195,Djupvik,Norway,,,,,,new
7232,Dongmen,China,,,,,,new
6997,Do Son,Vietnam,,,,,,new
7160,Dongshan Gang,China,,,,,,new
5429,Dobo,Sermata Eilanden,,,,,,new
7358A,Dongying Gang,China,,,,,,new
3256A,Doctor Island,Labrador,,,,,,new
7890A,Donoura,Japan Shikoku North Coast,,,,,,new
6767,Dodo Passage,Marshall Islands,,,,,,new
1517,Dordrecht,Netherlands,,,,,,new
5328,Dofa,The Molucca Islands,,,,,,new
2033,Dorian Bay,Antarctica,,,,,,new
3545,Dog Island,The Gambia,,,,,,new
0349A,Dornie Bridge,Scotland,,,,,,new
6724A,Dogoro Creek,Fiji Islands,,,,,,new
2577A,DOS BOCAS,Mexico (Gulf),,,,,,new
4239,DOHA (AD DAWHAH),Qatar,,,,,,new
3684,DOUALA,Cameroon,,,,,,new
7816A,Doi,Japan Honshu South Coast,,,,,,new
1640,Douarnenez,France,,,,,,new
5494,Dokkor,Papua,,,,,,new
5936,Double Bay,Australia East Coast,,,,,,new
8518,Dolgoi Island,Alaska,,,,,,new
4556,Double Island,Burma,,,,,,new
920,Domashni Island,Russia,,,,,,new
468,DOUGLAS,Isle of Man,,,,,,new
2281,Domburg,Suriname,,,,,,new
3258,Douglas Harbour,Labrador,,,,,,new
637,Donaghadee,Northern Ireland,,,,,,new
89,DOVER,England,,,,,,new
686,Donegal Harbour (Salt Hill Quay),Ireland,,,,,,new
671,Downies Bay,Ireland,,,,,,new
6979,Dong Hoi,Vietnam,,,,,,new
1340,Draghallan,Sweden,,,,,,new
1296A,Drammen,Norway,,,,,,new
4781,Dumai,Sumatera North East Coast,,,,,,new
5599,Dreger Harbour,Papua New Guinea,,,,,,new
9308,Dumbarton Bridge,United States,,,,,,new
6718B,Dreketi,Fiji Islands,,,,,,new
2013,Dumont D'urville Base,Antarctica,,,,,,new
8565,DRIFT RIVER,Alaska,,,,,,new
615,DUN LAOGHAIRE,Ireland,,,,,,new
3338,Driftwood Bay,Canadian Arctic,,,,,,new
624,Dunany Point,Ireland,,,,,,new
4620,Dring Harbour,Nicobar Islands,,,,,,new
222,Dunbar,Scotland,,,,,,new
419,Drummore,Scotland,,,,,,new
736,Dunbeacon Harbour,Ireland,,,,,,new
7290,Duanshan Gang,China,,,,,,new
9095,Duncan Bay,"Canada, Vancouver Island",,,,,,new
4206A,DUBAI,United Arab Emirates,,,,,,new
268,Duncansby Head,Scotland,,,,,,new
4206,Dubai (Al Maktoum Bridge),United Arab Emirates,,,,,,new
0625A,Dundalk,Ireland,,,,,,new
617,DUBLIN (NORTH WALL),Ireland,,,,,,new
3323,Dundas Harbour,Canadian Arctic,,,,,,new
616,Dublin Bar,Ireland,,,,,,new
236,DUNDEE,Scotland,,,,,,new
3574,Dubreka,Guinea,,,,,,new
6498,Dunedin,New Zealand South Island,,,,,,new
1909,Dubrovnik (Luka Gruz),Croatia,,,,,,new
756,Dungarvan Harbour,Ireland,,,,,,new
5571,Duchateau Islands,Louisiade Archipelago,,,,,,new
87,Dungeness,England,,,,,,new
2676A,Duck Pier,United States,,,,,,new
9203,Dungeness Bay,United States,,,,,,new
1588,Duclair,France,,,,,,new
5800,Dungeness Reef,Australia,,,,,,new
437,Duddon Bar,England,,,,,,new
5917,Dunk Island,Australia East Coast,,,,,,new
1473A,Dukegat,Germany,,,,,,new
1568,DUNKERQUE,France,,,,,,new
4247C,Dukhan,Qatar,,,,,,new
1568A,Dunkerque Ouest,France,,,,,,new
728,Dunkerron Harbour,Ireland,,,,,,new
6476,East Bay,New Zealand South Island,,,,,,new
737,Dunmanus Harbour,Ireland,,,,,,new
4618,East Bay (Katchall),Nicobar Islands,,,,,,new
761,Dunmore East,Ireland,,,,,,new
6422,East Cape,New Zealand North Island,,,,,,new
371,Dunstaffnage Bay,Scotland,,,,,,new
5784,East Diamond Island,Australia,,,,,,new
4171A,Duqm,Oman,,,,,,new
394,East Loch Tarbert,Scotland,,,,,,new
3800,DURBAN,South Africa,,,,,,new
3795,EAST LONDON,South Africa,,,,,,new
1913,Durres,Albania,,,,,,new
6066,East Monceour Island,Australia East Coast,,,,,,new
288,Dury Voe,Scotland,,,,,,new
5889A,East Petherbridge Island,Australia East Coast,,,,,,new
4336,Dwarka (Rupen Bandar),India West Coast,,,,,,new
5944,East Repulse Island,Australia East Coast,,,,,,new
1450,Dwarsgat,Germany,,,,,,new
5811,East Strait Island,Australia,,,,,,new
2078,Dyke Island,Falkland Islands,,,,,,new
84,Eastbourne,England,,,,,,new
3980,Dzaoudzi,Comoro Islands,,,,,,new
6230,Easter Group,Australia South Coast,,,,,,new
7935,E-No-Shima,Japan Honshu South Coast,,,,,,new
453,EASTHAM,England,,,,,,new
310,E. Loch Tarbert,Scotland,,,,,,new
3270,Eastmain River,Labrador,,,,,,new
8491,Eagle Bay,Aleutian Islands,,,,,,new
2846,Eastport,United States,,,,,,new
9230,Eagle Cliff,United States,,,,,,new
9155,Echo Bay,United States,,,,,,new
3970A,Eagle Island,Seychelles,,,,,,new
6335,Echo Shoal,Australia North Coast,,,,,,new
4418,"Eagle Island, Chagos Archipelago",Chagos Archipelago,,,,,,new
4074,Ed,Eritrea,,,,,,new
2590A,Eagle Point,United States,,,,,,new
6112,Eddystone Point,Tasmania,,,,,,new
2602B,East Bank 1,United States,,,,,,new
6053,Eden,Australia East Coast,,,,,,new
6169,Edithburgh,Australia South Coast,,,,,,new
4221A,El Bunduq Oilfield,United Arab Emirates,,,,,,new
1507A,Eemhaven,Netherlands,,,,,,new
3513,El Jadida,Morocco,,,,,,new
1476A,EEMSHAVEN,Netherlands,,,,,,new
9350,El Sugundo,United States,,,,,,new
3426,Egedesminde,Greenland West Coast,,,,,,new
5430,Elat,Sermata Eilanden,,,,,,new
1280,Egersund,Norway,,,,,,new
2559,Elbow Cay,Bahama Islands,,,,,,new
2074D,Egg Harbour,Falkland Islands,,,,,,new
5992,Elbow Point,Australia East Coast,,,,,,new
8960,Egg Island,Canada,,,,,,new
2042,Elephant Island,Antarctica,,,,,,new
1183,Eggum,Norway,,,,,,new
2550,Eleuthera Island,Bahama Islands,,,,,,new
0273A,Egilsay,Scotland,,,,,,new
9318B,Elkhorn Pacific Mariculture Dock,United States,,,,,,new
9122,Egmont,Canada,,,,,,new
9318C,Elkhorn Slough,United States,,,,,,new
4419,Egmont Islands,Chagos Archipelago,,,,,,new
9319A,Elkhorn Slough Railroad Bridge,United States,,,,,,new
7861,Ei,Japan Honshu South Coast,,,,,,new
9318A,Elkhorn Yacht Club,United States,,,,,,new
6594,Eiao,Iles Marquises,,,,,,new
6710,Ellington Wharf,Fiji Islands,,,,,,new
783,Eide,Faeroe Islands,,,,,,new
5983,Elliot Heads,Australia East Coast,,,,,,new
1433A,Eidersperrwerk,Germany,,,,,,new
6195,Elliston,Australia South Coast,,,,,,new
1264,Eidfjord,Norway,,,,,,new
6466,Elmslie Bay,New Zealand South Island,,,,,,new
1252,Eidsfjord,Norway,,,,,,new
2053,Elsehul,Antarctica,,,,,,new
4118,Eilat,Israel,,,,,,new
1454,Elsfleth,Germany,,,,,,new
2020,Eklund Islands,Antarctica,,,,,,new
1475,EMDEN,Germany,,,,,,new
1832A,El Abassia,Tunisia,,,,,,new
1473,Emshorn,Germany,,,,,,new
6152,Emu Bay,Australia South Coast,,,,,,new
0111B,Erith,England,,,,,,new
6787,Enewetak Atoll,Marshall Islands,,,,,,new
1615,Erquy,France,,,,,,new
1266,Engesund,Norway,,,,,,new
8067,Esaki,Japan Honshu West Coast,,,,,,new
526,English And Welsh Grounds,England,,,,,,new
8123,Esashi (Hokkaido Ne Coast),Japan Hokkaido North-East Coast,,,,,,new
2457,English Harbour,Leeward Islands,,,,,,new
8144,Esashi (Hokkaido W Coast),Japan Hokkaido West Coast,,,,,,new
7829,Enoura,Japan Honshu South Coast,,,,,,new
1417,ESBJERG,Denmark,,,,,,new
1751,Enseada De Albufeira,Portugal,,,,,,new
2400,Escudo De Veragua,Panama,,,,,,new
1748,Enseada De Belixe,Portugal,,,,,,new
3032,Escuminac,Canada,,,,,,new
3718,ENSEADA DE CABINDA,Angola,,,,,,new
0293A,Esha Ness (Hamna Voe),Scotland,,,,,,new
9371,Ensenada,Mexico,,,,,,new
864,Eskifjordhur,Iceland,,,,,,new
1811,Ensenada De Tetouan,Morocco,,,,,,new
3285,Eskimo Point,Labrador,,,,,,new
3322B,Entrance Island,Canadian Arctic,,,,,,new
9527,Esmeraldas,Ecuador,,,,,,new
6343,Entrance Island (Liverpool River),Australia North Coast,,,,,,new
6208,Esperance,Australia South Coast,,,,,,new
7503,Eocheongdo,Korea West Coast,,,,,,new
1270,Espevaer,Norway,,,,,,new
7533,Eoranjin,Korea West Coast,,,,,,new
1731,Esposende,Portugal,,,,,,new
0522C,Epney,England,,,,,,new
9064,Esquimalt,"Canada, Vancouver Island",,,,,,new
4922,Eran Bay,Philippine Islands,,,,,,new
3516,Essaouira (Mogador),Morocco,,,,,,new
3325,Erebus Bay,Canadian Arctic,,,,,,new
4949,Estancia,Philippine Islands,,,,,,new
1739A,Ericeira,Portugal,,,,,,new
9736,Estero Balladares,Chile,,,,,,new
8098,Erimo Misaki,Japan Hokkaido East Coast,,,,,,new
